Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_4369292,Bolo,1.0,3.0,3.0,Cartão de Crédito,Para Viagem,2023-10-09
TXN_6011884,Chá,5.0,1.5,7.5,Não Informado,Não Informado,2023-12-25
TXN_2952715,Vitamina,3.0,4.0,12.0,Dinheiro,Na Loja,
TXN_3912727,Chá,5.0,1.5,7.5,Carteira Digital,Para Viagem,2023-04-13
TXN_1951569,Salada,2.0,5.0,10.0,Carteira Digital,Não Informado,2023-02-27
TXN_6983139,Salada,2.0,5.0,10.0,Cartão de Crédito,Para Viagem,2023-12-18
TXN_6787560,Bolo,3.0,3.0,9.0,Não Informado,Não Informado,2023-07-13
TXN_5977414,Bolo,2.0,3.0,6.0,Cartão de Crédito,Na Loja,2023-08-06
TXN_8517379,Não Informado,4.0,3.0,12.0,Carteira Digital,Para Viagem,2023-09-23
TXN_5485384,Sanduíche,5.0,4.0,20.0,Não Informado,Não Informado,2023-03-04
TXN_9285663,Biscoito,4.0,1.0,4.0,Não Informado,Não Informado,2023-11-18
TXN_9074075,Suco,5.0,3.0,15.0,Cartão de Crédito,Não Informado,2023-08-14
TXN_8050034,Biscoito,4.0,1.0,4.0,Não Informado,Na Loja,2023-07-29
TXN_8842223,Sanduíche,5.0,4.0,20.0,Carteira Digital,Na Loja,2023-01-01
TXN_5121322,Sanduíche,3.0,4.0,12.0,Não Informado,Na Loja,2023-12-17
TXN_3091582,Sanduíche,5.0,4.0,20.0,Não Informado,Não Informado,2023-11-28
TXN_8550184,Suco,3.0,3.0,9.0,Carteira Digital,Para Viagem,2023-04-05
TXN_7604352,Café,3.0,2.0,6.0,Não Informado,Para Viagem,2023-12-19
TXN_6899248,Não Informado,5.0,3.0,15.0,Não Informado,Não Informado,2023-12-13
TXN_2773491,Salada,5.0,5.0,25.0,Dinheiro,Não Informado,2023-11-14
TXN_3071617,Não Informado,4.0,1.0,4.0,Cartão de Crédito,Não Informado,2023-12-15
TXN_3712466,Bolo,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-04-10
TXN_3670298,Não Informado,4.0,1.0,4.0,Cartão de Crédito,Para Viagem,2023-02-04
TXN_4901854,Biscoito,5.0,1.0,5.0,Não Informado,Não Informado,2023-04-23
TXN_7590801,Chá,,,6.0,Dinheiro,Para Viagem,
TXN_6962242,Suco,1.0,3.0,3.0,Carteira Digital,Para Viagem,2023-06-30
TXN_5780931,Chá,4.0,1.5,6.0,Carteira Digital,Não Informado,2023-10-06
TXN_4563679,Café,4.0,2.0,8.0,Não Informado,Na Loja,2023-09-11
TXN_6290642,Café,4.0,2.0,8.0,Não Informado,Para Viagem,2023-12-23
TXN_6177865,Suco,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-01-30
TXN_8115752,Vitamina,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-06-27
TXN_9253398,Sanduíche,2.0,4.0,8.0,Não Informado,Para Viagem,2023-12-14
TXN_3116227,Bolo,1.0,3.0,3.0,Carteira Digital,Não Informado,2023-05-30
TXN_2494138,Biscoito,3.0,1.0,3.0,Dinheiro,Não Informado,2023-01-10
TXN_4889269,Bolo,2.0,3.0,6.0,Dinheiro,Não Informado,2023-02-19
TXN_9503369,Biscoito,1.0,1.0,1.0,Não Informado,Para Viagem,
TXN_6105240,Suco,5.0,3.0,15.0,Não Informado,Na Loja,2023-11-27
TXN_8808162,Vitamina,4.0,4.0,16.0,Carteira Digital,Não Informado,2023-05-07
TXN_4548466,Chá,4.0,1.5,6.0,Cartão de Crédito,Para Viagem,2023-11-30
TXN_3195257,Não Informado,1.0,5.0,5.0,Dinheiro,Não Informado,2023-10-09
TXN_9835676,Biscoito,2.0,1.0,2.0,Carteira Digital,Não Informado,2023-03-30
TXN_9728454,Suco,4.0,3.0,12.0,Carteira Digital,Para Viagem,2023-01-03
TXN_5907854,Suco,3.0,3.0,9.0,Não Informado,Na Loja,2023-11-11
TXN_8685846,Chá,5.0,1.5,7.5,Cartão de Crédito,Não Informado,2023-12-27
TXN_1726774,Salada,3.0,5.0,15.0,Não Informado,Não Informado,2023-11-16
TXN_2594430,Café,1.0,2.0,2.0,Não Informado,Não Informado,2023-05-18
TXN_5750278,Salada,3.0,5.0,15.0,Dinheiro,Para Viagem,2023-06-08
TXN_6714931,Suco,3.0,3.0,9.0,Não Informado,Não Informado,2023-07-02
TXN_5537740,Bolo,3.0,3.0,9.0,Cartão de Crédito,Para Viagem,2023-04-30
TXN_9433769,Bolo,4.0,3.0,12.0,Carteira Digital,Não Informado,2023-08-13
TXN_5944206,Biscoito,5.0,1.0,5.0,Carteira Digital,Para Viagem,2023-05-12
TXN_9212178,Suco,1.0,3.0,3.0,Cartão de Crédito,Para Viagem,2023-11-18
TXN_2915856,Chá,1.0,1.5,1.5,Não Informado,Na Loja,2023-06-19
TXN_4376214,Salada,5.0,5.0,25.0,Não Informado,Não Informado,2023-04-26
TXN_9201212,Vitamina,4.0,4.0,16.0,Carteira Digital,Para Viagem,2023-06-08
TXN_7752454,Bolo,3.0,3.0,9.0,Não Informado,Não Informado,
TXN_7055260,Sanduíche,4.0,4.0,16.0,Carteira Digital,Na Loja,2023-06-20
TXN_4773465,Café,5.0,2.0,10.0,Carteira Digital,Para Viagem,2023-11-28
TXN_9087344,Chá,5.0,1.5,7.5,Dinheiro,Não Informado,2023-07-29
TXN_1757340,Bolo,2.0,3.0,6.0,Cartão de Crédito,Na Loja,2023-12-29
TXN_9975321,Salada,2.0,5.0,10.0,Carteira Digital,Não Informado,2023-03-25
TXN_8148137,Chá,1.0,1.5,1.5,Não Informado,Na Loja,
TXN_1681216,Bolo,3.0,3.0,9.0,Não Informado,Não Informado,2023-03-23
TXN_3835043,Suco,2.0,3.0,6.0,Dinheiro,Não Informado,2023-12-29
TXN_8366002,Sanduíche,2.0,4.0,8.0,Cartão de Crédito,Não Informado,2023-12-26
TXN_9390740,Bolo,2.0,3.0,6.0,Dinheiro,Na Loja,2023-12-06
TXN_4928254,Bolo,1.0,3.0,3.0,Cartão de Crédito,Não Informado,2023-12-22
TXN_5191642,Salada,5.0,5.0,25.0,Dinheiro,Não Informado,2023-04-15
TXN_9117434,Bolo,1.0,3.0,3.0,Não Informado,Na Loja,2023-07-18
TXN_2820788,Não Informado,5.0,1.0,5.0,Não Informado,Não Informado,2023-09-25
TXN_3593060,Vitamina,,,16.0,Dinheiro,Não Informado,2023-03-05
TXN_7531745,Bolo,2.0,3.0,6.0,Dinheiro,Não Informado,2023-06-23
TXN_1082421,Salada,1.0,5.0,5.0,Carteira Digital,Na Loja,2023-12-19
TXN_2148444,Suco,2.0,3.0,6.0,Dinheiro,Não Informado,2023-11-27
TXN_5402385,Não Informado,2.0,3.0,6.0,Dinheiro,Na Loja,2023-06-18
TXN_1494502,Salada,5.0,5.0,25.0,Carteira Digital,Não Informado,
TXN_9277146,Bolo,5.0,3.0,15.0,Cartão de Crédito,Não Informado,2023-07-11
TXN_9333347,Vitamina,5.0,4.0,20.0,Dinheiro,Não Informado,2023-09-10
TXN_9127105,Suco,3.0,3.0,9.0,Dinheiro,Não Informado,2023-03-04
TXN_1417724,Sanduíche,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-06-07
TXN_6451377,Salada,5.0,5.0,25.0,Cartão de Crédito,Para Viagem,2023-03-19
TXN_2142961,Café,5.0,2.0,10.0,Cartão de Crédito,Para Viagem,2023-09-21
TXN_5927884,Café,4.0,2.0,8.0,Não Informado,Não Informado,2023-12-21
TXN_8588335,Salada,4.0,5.0,20.0,Cartão de Crédito,Não Informado,2023-09-04
TXN_6738350,Suco,2.0,3.0,6.0,Carteira Digital,Não Informado,2023-11-02
TXN_5575561,Chá,4.0,1.5,6.0,Carteira Digital,Para Viagem,2023-02-13
TXN_1007347,Salada,4.0,5.0,20.0,Carteira Digital,Na Loja,2023-08-28
TXN_8933459,Suco,1.0,3.0,3.0,Não Informado,Não Informado,2023-12-31
TXN_3678091,Suco,3.0,3.0,9.0,Dinheiro,Não Informado,2023-09-07
TXN_7692628,Chá,2.0,1.5,3.0,Dinheiro,Não Informado,2023-05-01
TXN_6731518,Biscoito,1.0,1.0,1.0,Carteira Digital,Para Viagem,2023-12-04
TXN_3455702,Salada,1.0,5.0,5.0,Dinheiro,Para Viagem,2023-03-23
TXN_7794561,Suco,4.0,3.0,12.0,Cartão de Crédito,Na Loja,2023-05-18
TXN_8908193,Vitamina,5.0,4.0,20.0,Dinheiro,Não Informado,2023-04-02
TXN_7688625,Café,1.0,2.0,2.0,Cartão de Crédito,Na Loja,2023-12-15
TXN_7012065,Café,3.0,2.0,6.0,Não Informado,Não Informado,2023-08-05
TXN_4323570,Não Informado,1.0,1.0,1.0,Dinheiro,Não Informado,2023-03-04
TXN_8831924,Café,3.0,2.0,6.0,Carteira Digital,Na Loja,2023-07-12
TXN_2865104,Bolo,5.0,3.0,15.0,Não Informado,Na Loja,2023-03-12
TXN_1360998,Biscoito,2.0,1.0,2.0,Dinheiro,Para Viagem,2023-07-30
TXN_4125921,Suco,5.0,3.0,15.0,Cartão de Crédito,Não Informado,2023-01-26
TXN_4657842,Não Informado,5.0,1.0,5.0,Dinheiro,Para Viagem,2023-09-29
TXN_8149585,Suco,1.0,3.0,3.0,Cartão de Crédito,Não Informado,2023-02-21
TXN_9047278,Chá,4.0,1.5,6.0,Cartão de Crédito,Para Viagem,2023-06-20
TXN_8666003,Vitamina,4.0,4.0,16.0,Não Informado,Para Viagem,2023-06-09
TXN_7606512,Biscoito,5.0,1.0,5.0,Dinheiro,Não Informado,2023-12-03
TXN_1819615,Café,4.0,2.0,8.0,Não Informado,Não Informado,2023-06-03
TXN_1931404,Bolo,5.0,3.0,15.0,Não Informado,Na Loja,2023-10-01
TXN_4516901,Chá,2.0,1.5,3.0,Cartão de Crédito,Na Loja,2023-09-05
TXN_6817795,Chá,1.0,1.5,1.5,Dinheiro,Para Viagem,2023-09-12
TXN_4643515,Não Informado,1.0,4.0,4.0,Carteira Digital,Na Loja,2023-10-03
TXN_9762385,Chá,3.0,1.5,4.5,Não Informado,Não Informado,2023-05-19
TXN_6809170,Vitamina,4.0,4.0,16.0,Dinheiro,Para Viagem,2023-08-10
TXN_7365744,Biscoito,4.0,1.0,4.0,Dinheiro,Na Loja,2023-08-20
TXN_9847116,Salada,3.0,5.0,15.0,Dinheiro,Para Viagem,2023-07-28
TXN_8356338,Salada,5.0,5.0,25.0,Cartão de Crédito,Na Loja,2023-08-06
TXN_4413506,Suco,4.0,3.0,12.0,Carteira Digital,Na Loja,2023-10-29
TXN_1057209,Não Informado,5.0,1.0,5.0,Cartão de Crédito,Na Loja,2023-09-17
TXN_9534685,Salada,1.0,5.0,5.0,Não Informado,Para Viagem,2023-04-27
TXN_4893692,Salada,2.0,5.0,10.0,Não Informado,Não Informado,2023-01-02
TXN_5680629,Bolo,2.0,3.0,6.0,Não Informado,Para Viagem,2023-04-30
TXN_2494194,Salada,5.0,5.0,25.0,Carteira Digital,Não Informado,2023-02-11
TXN_4549825,Salada,2.0,5.0,10.0,Carteira Digital,Não Informado,
TXN_4737392,Sanduíche,2.0,4.0,8.0,Dinheiro,Na Loja,2023-02-17
TXN_9538738,Café,4.0,2.0,8.0,Dinheiro,Na Loja,2023-09-25
TXN_1854102,Café,2.0,2.0,4.0,Carteira Digital,Para Viagem,2023-07-18
TXN_3109692,Suco,4.0,3.0,12.0,Cartão de Crédito,Na Loja,2023-06-21
TXN_5395229,Café,5.0,2.0,10.0,Dinheiro,Não Informado,2023-11-29
TXN_8918902,Café,5.0,2.0,10.0,Não Informado,Não Informado,2023-05-22
TXN_8837375,Sanduíche,2.0,4.0,8.0,Carteira Digital,Para Viagem,2023-11-21
TXN_3952218,Salada,5.0,5.0,25.0,Não Informado,Não Informado,2023-04-07
TXN_3225552,Salada,1.0,5.0,5.0,Não Informado,Na Loja,2023-05-16
TXN_7950226,Chá,1.0,1.5,1.5,Carteira Digital,Na Loja,2023-10-13
TXN_9086541,Salada,3.0,5.0,15.0,Dinheiro,Na Loja,2023-02-15
TXN_1817596,Chá,2.0,1.5,3.0,Não Informado,Na Loja,2023-11-04
TXN_7644786,Biscoito,3.0,1.0,3.0,Cartão de Crédito,Para Viagem,2023-01-20
TXN_8017969,Suco,1.0,3.0,3.0,Dinheiro,Para Viagem,2023-03-26
TXN_6667388,Bolo,3.0,3.0,9.0,Dinheiro,Na Loja,2023-08-14
TXN_3488611,Chá,1.0,1.5,1.5,Dinheiro,Não Informado,2023-02-13
TXN_3165950,Não Informado,1.0,2.0,2.0,Carteira Digital,Não Informado,
TXN_3109334,Vitamina,3.0,4.0,12.0,Não Informado,Na Loja,2023-04-06
TXN_9425645,Bolo,3.0,3.0,9.0,Cartão de Crédito,Para Viagem,2023-03-19
TXN_2461238,Café,1.0,2.0,2.0,Não Informado,Para Viagem,2023-01-29
TXN_4692976,Suco,1.0,3.0,3.0,Carteira Digital,Não Informado,2023-11-06
TXN_6747376,Vitamina,3.0,4.0,12.0,Carteira Digital,Na Loja,2023-11-20
TXN_3689335,Suco,1.0,3.0,3.0,Não Informado,Para Viagem,2023-12-11
TXN_9662568,Chá,5.0,1.5,7.5,Dinheiro,Não Informado,2023-10-30
TXN_9817681,Não Informado,4.0,1.5,6.0,Não Informado,Para Viagem,
TXN_5470087,Salada,2.0,5.0,10.0,Não Informado,Para Viagem,2023-10-11
TXN_3717372,Suco,2.0,3.0,6.0,Cartão de Crédito,Não Informado,2023-02-15
TXN_6727985,Salada,5.0,5.0,25.0,Cartão de Crédito,Na Loja,2023-06-16
TXN_1755661,Salada,5.0,5.0,25.0,Não Informado,Na Loja,2023-07-14
TXN_9899571,Não Informado,2.0,5.0,10.0,Cartão de Crédito,Para Viagem,2023-02-18
TXN_5692316,Vitamina,1.0,4.0,4.0,Carteira Digital,Não Informado,2023-06-22
TXN_2062269,Suco,4.0,3.0,12.0,Carteira Digital,Para Viagem,2023-09-08
TXN_2160316,Sanduíche,1.0,4.0,4.0,Não Informado,Na Loja,2023-10-24
TXN_4220743,Sanduíche,4.0,4.0,16.0,Não Informado,Na Loja,2023-10-22
TXN_2726843,Sanduíche,1.0,4.0,4.0,Não Informado,Na Loja,2023-05-31
TXN_9969283,Sanduíche,3.0,4.0,12.0,Carteira Digital,Não Informado,2023-10-26
TXN_8540115,Não Informado,2.0,1.5,3.0,Não Informado,Não Informado,2023-06-26
TXN_8313892,Salada,3.0,5.0,15.0,Cartão de Crédito,Para Viagem,2023-11-29
TXN_3131761,Vitamina,1.0,4.0,4.0,Não Informado,Para Viagem,2023-10-18
TXN_1243964,Não Informado,3.0,1.5,4.5,Não Informado,Para Viagem,2023-12-01
TXN_1856112,Salada,3.0,5.0,15.0,Cartão de Crédito,Não Informado,2023-06-08
TXN_4532651,Café,2.0,2.0,4.0,Não Informado,Na Loja,2023-09-13
TXN_4083736,Café,1.0,2.0,2.0,Não Informado,Na Loja,2023-08-21
TXN_4493176,Chá,3.0,1.5,4.5,Não Informado,Não Informado,2023-10-14
TXN_6712994,Café,3.0,2.0,6.0,Dinheiro,Para Viagem,2023-10-02
TXN_1840566,Café,4.0,2.0,8.0,Não Informado,Não Informado,2023-01-05
TXN_6257776,Suco,5.0,3.0,15.0,Dinheiro,Na Loja,2023-10-28
TXN_9039165,Sanduíche,4.0,4.0,16.0,Não Informado,Para Viagem,2023-03-10
TXN_7056051,Bolo,2.0,3.0,6.0,Não Informado,Não Informado,
TXN_3869150,Biscoito,3.0,1.0,3.0,Dinheiro,Não Informado,2023-03-26
TXN_3604156,Café,5.0,2.0,10.0,Cartão de Crédito,Para Viagem,2023-11-08
TXN_2018236,Café,5.0,2.0,10.0,Dinheiro,Não Informado,2023-04-19
TXN_4430176,Sanduíche,4.0,4.0,16.0,Cartão de Crédito,Para Viagem,2023-08-27
TXN_6073195,Sanduíche,3.0,4.0,12.0,Cartão de Crédito,Para Viagem,2023-09-13
TXN_5245399,Não Informado,5.0,2.0,10.0,Não Informado,Não Informado,2023-12-25
TXN_4178872,Chá,1.0,1.5,1.5,Cartão de Crédito,Não Informado,2023-01-25
TXN_8836650,Vitamina,5.0,4.0,20.0,Não Informado,Não Informado,2023-05-22
TXN_5882584,Bolo,5.0,3.0,15.0,Não Informado,Na Loja,2023-09-16
TXN_4291132,Bolo,2.0,3.0,6.0,Cartão de Crédito,Para Viagem,2023-08-07
TXN_1622123,Biscoito,2.0,1.0,2.0,Dinheiro,Para Viagem,2023-01-05
TXN_2878078,Bolo,2.0,3.0,6.0,Carteira Digital,Para Viagem,2023-12-15
TXN_7134579,Biscoito,5.0,1.0,5.0,Carteira Digital,Para Viagem,2023-06-06
TXN_6921057,Sanduíche,4.0,4.0,16.0,Carteira Digital,Para Viagem,2023-07-10
TXN_2335088,Salada,4.0,5.0,20.0,Dinheiro,Na Loja,2023-10-27
TXN_9778859,Biscoito,3.0,1.0,3.0,Dinheiro,Para Viagem,2023-06-05
TXN_3850274,Suco,5.0,3.0,15.0,Não Informado,Não Informado,2023-09-08
TXN_4428448,Biscoito,4.0,1.0,4.0,Não Informado,Não Informado,2023-02-04
TXN_1062822,Suco,2.0,3.0,6.0,Cartão de Crédito,Não Informado,2023-06-28
TXN_6386662,Salada,5.0,5.0,25.0,Cartão de Crédito,Para Viagem,2023-12-04
TXN_5491825,Bolo,4.0,3.0,12.0,Dinheiro,Na Loja,2023-06-09
TXN_5330930,Bolo,1.0,3.0,3.0,Não Informado,Na Loja,2023-07-12
TXN_5580933,Vitamina,3.0,4.0,12.0,Dinheiro,Para Viagem,2023-10-19
TXN_3326110,Café,2.0,2.0,4.0,Cartão de Crédito,Para Viagem,2023-08-13
TXN_5455079,Salada,2.0,5.0,10.0,Dinheiro,Na Loja,2023-11-30
TXN_5526475,Chá,4.0,1.5,6.0,Dinheiro,Na Loja,2023-05-06
TXN_3800253,Bolo,2.0,3.0,6.0,Dinheiro,Para Viagem,2023-01-15
TXN_2091128,Bolo,1.0,3.0,3.0,Cartão de Crédito,Não Informado,
TXN_9169782,Suco,5.0,3.0,15.0,Cartão de Crédito,Não Informado,2023-09-18
TXN_4639621,Café,2.0,2.0,4.0,Não Informado,Na Loja,2023-10-12
TXN_4432823,Não Informado,5.0,4.0,20.0,Não Informado,Na Loja,2023-02-10
TXN_8138157,Não Informado,2.0,4.0,8.0,Dinheiro,Para Viagem,2023-05-07
TXN_4134478,Suco,2.0,3.0,6.0,Cartão de Crédito,Para Viagem,2023-06-25
TXN_6298532,Vitamina,4.0,4.0,16.0,Carteira Digital,Não Informado,
TXN_4997327,Café,2.0,2.0,4.0,Não Informado,Na Loja,2023-03-19
TXN_9522899,Vitamina,5.0,4.0,20.0,Cartão de Crédito,Para Viagem,
TXN_4049949,Biscoito,1.0,1.0,1.0,Não Informado,Para Viagem,2023-11-06
TXN_7296498,Salada,5.0,5.0,25.0,Cartão de Crédito,Para Viagem,2023-05-19
TXN_4706042,Salada,5.0,5.0,25.0,Não Informado,Na Loja,2023-12-01
TXN_2488987,Chá,5.0,1.5,7.5,Dinheiro,Na Loja,2023-06-12
TXN_6708156,Chá,5.0,1.5,7.5,Cartão de Crédito,Não Informado,2023-11-26
TXN_7616002,Chá,2.0,1.5,3.0,Não Informado,Na Loja,2023-11-08
TXN_1865735,Vitamina,2.0,4.0,8.0,Carteira Digital,Na Loja,2023-09-22
TXN_5396450,Suco,3.0,3.0,9.0,Carteira Digital,Não Informado,2023-12-09
TXN_5881757,Sanduíche,3.0,4.0,12.0,Cartão de Crédito,Não Informado,2023-08-15
TXN_3404479,Não Informado,4.0,4.0,16.0,Cartão de Crédito,Não Informado,2023-08-23
TXN_5342589,Chá,2.0,1.5,3.0,Carteira Digital,Não Informado,2023-04-06
TXN_1987212,Vitamina,5.0,4.0,20.0,Cartão de Crédito,Para Viagem,2023-04-07
TXN_5303275,Biscoito,4.0,1.0,4.0,Dinheiro,Para Viagem,2023-09-18
TXN_9193760,Salada,5.0,5.0,25.0,Não Informado,Não Informado,2023-01-20
TXN_8541074,Salada,4.0,5.0,20.0,Não Informado,Na Loja,2023-11-08
TXN_1075183,Chá,2.0,1.5,3.0,Cartão de Crédito,Não Informado,2023-01-09
TXN_9316158,Sanduíche,5.0,4.0,20.0,Dinheiro,Na Loja,2023-10-31
TXN_8207244,Chá,5.0,1.5,7.5,Dinheiro,Para Viagem,2023-05-04
TXN_2346001,Não Informado,2.0,5.0,10.0,Carteira Digital,Para Viagem,2023-08-21
TXN_2814866,Vitamina,1.0,4.0,4.0,Carteira Digital,Na Loja,2023-07-29
TXN_8454044,Café,5.0,2.0,10.0,Cartão de Crédito,Não Informado,2023-05-27
TXN_8321092,Não Informado,2.0,3.0,6.0,Cartão de Crédito,Não Informado,2023-09-28
TXN_2560137,Bolo,1.0,3.0,3.0,Dinheiro,Para Viagem,2023-10-13
TXN_7350571,Vitamina,1.0,4.0,4.0,Cartão de Crédito,Na Loja,2023-02-19
TXN_3915802,Café,3.0,2.0,6.0,Dinheiro,Para Viagem,2023-12-16
TXN_5019143,Café,5.0,2.0,10.0,Dinheiro,Não Informado,2023-02-21
TXN_1785371,Café,1.0,2.0,2.0,Não Informado,Para Viagem,2023-01-16
TXN_6441650,Bolo,5.0,3.0,15.0,Não Informado,Para Viagem,2023-09-06
TXN_2493262,Biscoito,2.0,1.0,2.0,Cartão de Crédito,Para Viagem,2023-01-03
TXN_3257591,Sanduíche,1.0,4.0,4.0,Cartão de Crédito,Na Loja,
TXN_6038791,Suco,2.0,3.0,6.0,Carteira Digital,Na Loja,2023-03-06
TXN_1335337,Chá,3.0,1.5,4.5,Cartão de Crédito,Na Loja,2023-09-06
TXN_2275914,Sanduíche,2.0,4.0,8.0,Não Informado,Para Viagem,2023-10-24
TXN_6258276,Sanduíche,5.0,4.0,20.0,Cartão de Crédito,Não Informado,2023-01-29
TXN_2340312,Bolo,4.0,3.0,12.0,Não Informado,Para Viagem,2023-07-30
TXN_6066433,Chá,2.0,1.5,3.0,Dinheiro,Não Informado,2023-06-17
TXN_1872922,Sanduíche,5.0,4.0,20.0,Não Informado,Na Loja,2023-07-16
TXN_7730388,Biscoito,5.0,1.0,5.0,Carteira Digital,Na Loja,2023-09-09
TXN_3330377,Não Informado,5.0,2.0,10.0,Não Informado,Não Informado,2023-05-08
TXN_3147198,Vitamina,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-02-04
TXN_6363897,Salada,5.0,5.0,25.0,Cartão de Crédito,Para Viagem,2023-11-26
TXN_1893222,Vitamina,5.0,4.0,20.0,Cartão de Crédito,Na Loja,2023-12-20
TXN_9262803,Suco,5.0,3.0,15.0,Carteira Digital,Não Informado,2023-10-04
TXN_9491912,Chá,4.0,1.5,6.0,Dinheiro,Na Loja,
TXN_6992164,Sanduíche,2.0,4.0,8.0,Dinheiro,Para Viagem,
TXN_6577035,Vitamina,2.0,4.0,8.0,Não Informado,Na Loja,2023-05-20
TXN_9970966,Café,5.0,2.0,10.0,Não Informado,Na Loja,2023-09-09
TXN_5624179,Biscoito,1.0,1.0,1.0,Dinheiro,Para Viagem,2023-10-26
TXN_3450160,Bolo,4.0,3.0,12.0,Cartão de Crédito,Na Loja,2023-10-23
TXN_4075432,Sanduíche,5.0,4.0,20.0,Dinheiro,Na Loja,2023-09-12
TXN_2023802,Bolo,2.0,3.0,6.0,Dinheiro,Na Loja,2023-02-28
TXN_5130399,Biscoito,3.0,1.0,3.0,Não Informado,Não Informado,2023-10-21
TXN_6745832,Café,2.0,2.0,4.0,Cartão de Crédito,Não Informado,2023-10-02
TXN_7560989,Sanduíche,3.0,4.0,12.0,Carteira Digital,Não Informado,2023-06-16
TXN_9367492,Chá,2.0,,,Dinheiro,Na Loja,2023-06-19
TXN_3115258,Salada,1.0,5.0,5.0,Não Informado,Para Viagem,2023-12-06
TXN_8182245,Sanduíche,5.0,4.0,20.0,Carteira Digital,Para Viagem,2023-10-24
TXN_3970335,Suco,5.0,3.0,15.0,Carteira Digital,Para Viagem,2023-09-01
TXN_6376630,Não Informado,2.0,3.0,6.0,Dinheiro,Na Loja,2023-01-24
TXN_7100596,Vitamina,5.0,4.0,20.0,Cartão de Crédito,Na Loja,2023-09-14
TXN_1481116,Chá,2.0,1.5,3.0,Carteira Digital,Na Loja,2023-02-26
TXN_9454212,Suco,5.0,3.0,15.0,Dinheiro,Na Loja,2023-11-19
TXN_3648327,Bolo,1.0,3.0,3.0,Carteira Digital,Para Viagem,2023-08-17
TXN_6188394,Suco,5.0,3.0,15.0,Cartão de Crédito,Na Loja,2023-10-05
TXN_2553803,Suco,1.0,3.0,3.0,Dinheiro,Na Loja,2023-12-29
TXN_5700545,Salada,2.0,5.0,10.0,Cartão de Crédito,Não Informado,2023-05-25
TXN_8018479,Chá,1.0,1.5,1.5,Carteira Digital,Para Viagem,2023-09-15
TXN_9465300,Chá,2.0,1.5,3.0,Cartão de Crédito,Não Informado,2023-09-01
TXN_3046108,Chá,5.0,1.5,7.5,Carteira Digital,Para Viagem,2023-01-15
TXN_5998419,Suco,4.0,3.0,12.0,Não Informado,Para Viagem,2023-09-26
TXN_4454198,Chá,1.0,1.5,1.5,Carteira Digital,Na Loja,2023-08-22
TXN_5855756,Sanduíche,1.0,4.0,4.0,Cartão de Crédito,Na Loja,2023-08-29
TXN_5182399,Não Informado,3.0,2.0,6.0,Carteira Digital,Para Viagem,2023-09-08
TXN_6758675,Suco,1.0,3.0,3.0,Cartão de Crédito,Na Loja,2023-11-05
TXN_1962275,Café,5.0,2.0,10.0,Cartão de Crédito,Para Viagem,2023-05-26
TXN_9530003,Salada,1.0,5.0,5.0,Carteira Digital,Não Informado,2023-08-24
TXN_2347596,Suco,4.0,3.0,12.0,Cartão de Crédito,Não Informado,2023-12-27
TXN_6215303,Salada,4.0,5.0,20.0,Não Informado,Para Viagem,2023-08-20
TXN_5524352,Sanduíche,1.0,4.0,4.0,Não Informado,Não Informado,2023-01-05
TXN_6668414,Bolo,1.0,3.0,3.0,Não Informado,Na Loja,2023-12-29
TXN_8715122,Bolo,2.0,3.0,6.0,Dinheiro,Para Viagem,
TXN_1525046,Vitamina,2.0,4.0,8.0,Dinheiro,Não Informado,2023-12-02
TXN_9867948,Vitamina,2.0,4.0,8.0,Carteira Digital,Não Informado,2023-10-07
TXN_8512466,Não Informado,5.0,3.0,15.0,Não Informado,Não Informado,2023-02-10
TXN_9663990,Suco,1.0,3.0,3.0,Não Informado,Não Informado,2023-01-06
TXN_7681072,Biscoito,1.0,1.0,1.0,Cartão de Crédito,Para Viagem,2023-07-07
TXN_3099191,Salada,2.0,5.0,10.0,Não Informado,Não Informado,2023-05-19
TXN_8789986,Bolo,2.0,3.0,6.0,Dinheiro,Para Viagem,2023-09-21
TXN_8382825,Café,5.0,2.0,10.0,Dinheiro,Na Loja,2023-01-20
TXN_4486700,Bolo,2.0,3.0,6.0,Carteira Digital,Para Viagem,2023-02-08
TXN_2668108,Biscoito,5.0,1.0,5.0,Dinheiro,Não Informado,2023-09-23
TXN_5085328,Café,4.0,2.0,8.0,Carteira Digital,Para Viagem,2023-02-03
TXN_6023823,Biscoito,2.0,1.0,2.0,Carteira Digital,Não Informado,2023-04-20
TXN_6541659,Sanduíche,3.0,4.0,12.0,Não Informado,Para Viagem,2023-01-29
TXN_3203928,Café,3.0,2.0,6.0,Não Informado,Na Loja,2023-12-04
TXN_3443235,Sanduíche,5.0,4.0,20.0,Não Informado,Não Informado,2023-10-11
TXN_6191769,Salada,1.0,5.0,5.0,Cartão de Crédito,Para Viagem,2023-05-17
TXN_6110386,Vitamina,1.0,4.0,4.0,Dinheiro,Na Loja,2023-03-17
TXN_7355635,Suco,3.0,3.0,9.0,Não Informado,Na Loja,2023-12-21
